Id,Birth date,Confession,Health status,Martial status,Child age,Child gender,Invalid child,Reports,Photo rights,Статус,Created at,Russian citizenship,Education
670,19 августа 1986,Православие,отлично,Женат (замужем),13,Женский,FALSE,TRUE,TRUE,new,"августа 02, 2017 14:35",TRUE,"Университет, Институт, техникум"
671,10 февраля 1982,Православие,отлично,Не женат (не замужем),16,Женский,FALSE,TRUE,TRUE,new,"августа 02, 2017 15:55",TRUE,"Университет, Институт, техникум"
672,18 мая 1968,Православие,хорошо,Разведён (разведена),12,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 03, 2017 03:37",FALSE,"Университет, Институт, техникум"
673,18 мая 1968,Православие,хорошо,Разведён (разведена),12,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 03, 2017 03:38",FALSE,"Университет, Институт, техникум"
674,5 августа 1966,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,FALSE,new,"августа 03, 2017 13:15",TRUE," - ,Университет, Институт, техникум"
675,27 марта 1991,"Не отношу себя ни к одной религии, верю в то, что Бог один.",хорошо,Гражданский брак,13,Женский,TRUE,TRUE,TRUE,new,"августа 04, 2017 05:20",TRUE,"Университет, Институт, техникум"
676,29 марта 1990,Православие,отлично,Женат (замужем),15,Не имеет значения,TRUE,TRUE,FALSE,new,"августа 04, 2017 20:29",TRUE,"Университет, Институт, техникум"
677,14 августа 2001,Православие ,отлично,Не женат (не замужем),10,Женский,TRUE,TRUE,TRUE,new,"августа 05, 2017 07:15",TRUE,Общеобразовательная школа
678,1 августа 1980,Православие,отлично,Разведён (разведена),12,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 05, 2017 21:59",TRUE,"Университет, Институт, техникум"
679,5 февраля 1972,Православие,хорошо,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"августа 06, 2017 13:49",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
680,27 мая 1991,Православие,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,TRUE,new,"августа 07, 2017 11:47",TRUE,"Университет, Институт, техникум"
681,27 июня 1993,Христианство ,отлично,Гражданский брак,12,Женский,TRUE,TRUE,TRUE,new,"августа 07, 2017 17:16",TRUE,"Университет, Институт, техникум"
682,22 апреля 1985,Атеизм,хорошо,Не женат (не замужем),15,Не имеет значения,TRUE,TRUE,TRUE,new,"августа 07, 2017 17:39",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
683,4 сентября 1979,Протестантизм,отлично,Женат (замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 08, 2017 06:53",TRUE,"Университет, Институт, техникум"
684,23 января 1991,Христианство ,отлично,Женат (замужем),10,Женский,FALSE,TRUE,TRUE,new,"августа 08, 2017 16:02",TRUE,"Университет, Институт, техникум"
685,23 февраля 1989,Отсутствуют религиозные убеждения ,отлично,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"августа 09, 2017 02:56",TRUE,"Университет, Институт, техникум"
686,23 февраля 1989,Отсутствуют религиозные убеждения ,отлично,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"августа 09, 2017 02:57",TRUE,"Университет, Институт, техникум"
687,23 декабря 1989,"Православие , Шаманизм",отлично,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 10, 2017 08:29",TRUE,"Университет, Институт, техникум"
688,21 ноября 1990,Атеизм,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,approved,"августа 10, 2017 15:08",TRUE,"Университет, Институт, техникум"
689,3 апреля 1982,Атеизм,хорошо,Не женат (не замужем),15,Мужской,TRUE,TRUE,TRUE,new,"августа 10, 2017 21:50",TRUE,"Университет, Институт, техникум"
690,6 ноября 1990,Православие,хорошо,Женат (замужем),13,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 11, 2017 17:48",TRUE,"Университет, Институт, техникум"
691,21 мая 1976,Православие,отлично,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 11, 2017 22:44",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
692,15 мая 1986,Православие ,хорошо,Женат (замужем),9,Женский,FALSE,TRUE,TRUE,new,"августа 13, 2017 13:08",TRUE,"Университет, Институт, техникум"
693,18 июня 1970,Верю в Единого Бога,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"августа 14, 2017 04:19",TRUE,"Университет, Институт, техникум"
694,10 июня 1991,христианство,отлично,Не женат (не замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 16, 2017 13:07",TRUE,"Университет, Институт, техникум"
695,27 февраля 1992,Православие,хорошо,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"августа 16, 2017 15:53",TRUE,"Университет, Институт, техникум"
696,3 декабря 1984,Православие,хорошо,Женат (замужем),14,Женский,TRUE,TRUE,TRUE,new,"августа 16, 2017 18:30",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
697,21 сентября 1979,Православие,отлично,Гражданский брак,12 лет,Женский,FALSE,TRUE,TRUE,new,"августа 17, 2017 03:28",TRUE,"Университет, Институт, техникум"
698,16 марта 1982,Атеизм,хорошо,Гражданский брак,12,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 17, 2017 11:19",TRUE,"Университет, Институт, техникум"
699,24 ноября 1989,Православие,отлично,Не женат (не замужем),13-17,Мужской,FALSE,TRUE,TRUE,new,"августа 18, 2017 06:11",TRUE,"Дополнительные курсы, тренинги, семинары"
