Id,Birth date,Confession,Health status,Martial status,Child age,Child gender,Invalid child,Reports,Photo rights,Статус,Created at,Russian citizenship,Education
351,10 августа 1987,Православие,хорошо,Не женат (не замужем),12,Женский,FALSE,TRUE,FALSE,new,"августа 27, 2016 06:53",TRUE,"Университет, Институт, техникум"
352,2 октября 1992,Христианство,отлично,Не женат (не замужем),8,Мужской,TRUE,TRUE,TRUE,new,"августа 28, 2016 14:07",TRUE,"Университет, Институт, техникум"
353,16 ноября 1982,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,approved,"августа 29, 2016 03:26",TRUE,"Университет, Институт, техникум"
354,31 марта 1991,Православие. Буддизм,отлично,Не женат (не замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"августа 29, 2016 04:50",TRUE,"Университет, Институт, техникум"
355,14 мая 1988,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,FALSE,new,"августа 29, 2016 19:58",TRUE,"Университет, Институт, техникум"
356,5 мая 1973,христианство,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"августа 30, 2016 13:12",TRUE,"Университет, Институт, техникум"
357,13 мая 1983,Христианство ,отлично,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"августа 30, 2016 15:05",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
358,13 января 1989,Православие,хорошо,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,new,"августа 31, 2016 02:22",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
359,31 августа 2016,православное,отлично,Разведён (разведена),12,Женский,TRUE,TRUE,TRUE,new,"августа 31, 2016 04:57",TRUE,"Университет, Институт, техникум"
360,18 апреля 1982,Православие,отлично,Разведён (разведена),14,Женский,TRUE,TRUE,TRUE,new,"августа 31, 2016 05:44",FALSE,"Университет, Институт, техникум"
361,20 декабря 1990,"верю в естественные духовные начала, вне конфессии",хорошо,Женат (замужем),14,Женский,FALSE,TRUE,TRUE,new,"августа 31, 2016 09:33",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
362,10 августа 1989,Православие,отлично,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,approved,"августа 31, 2016 12:44",TRUE,"Университет, Институт, техникум"
363,26 августа 2016,Отсутсвует (атеистическое мировоззрение),хорошо,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"августа 31, 2016 17:27",TRUE,"Университет, Институт, техникум"
364,18 сентября 1994,Православие,отлично,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"сентября 01, 2016 22:14",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
365,20 января 1987,Православие,отлично,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"сентября 02, 2016 10:42",TRUE,"Университет, Институт, техникум"
366,6 июня 1992,Православие,отлично,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"сентября 02, 2016 15:24",TRUE,"Университет, Институт, техникум"
367,5 августа 1986,Православие,отлично,Разведён (разведена),12,Не имеет значения,FALSE,TRUE,TRUE,new,"сентября 03, 2016 10:57",TRUE," - ,Университет, Институт, техникум"
368,28 сентября 1997,Православие ,хорошо,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"сентября 04, 2016 16:27",TRUE,Общеобразовательная школа
369,29 января 1991,Агностицизм,отлично,Разведён (разведена),16,Не имеет значения,FALSE,TRUE,TRUE,new,"сентября 06, 2016 05:04",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум,Университет, Институт, техникум"
370,22 октября 1984,Православие,хорошо,Женат (замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"сентября 06, 2016 10:20",TRUE,"Университет, Институт, техникум"
371,1 октября 1977,Атеизм,хорошо,Гражданский брак,16,Не имеет значения,TRUE,TRUE,TRUE,new,"сентября 06, 2016 11:03",TRUE,"Университет, Институт, техникум"
372,26 февраля 1991,"Верю в то, что каждый человек несёт ответственность за своё положение",хорошо,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"сентября 06, 2016 14:12",TRUE,"Университет, Институт, техникум"
373,14 мая 1986,Христианин,отлично,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,new,"сентября 07, 2016 14:31",FALSE,"Университет, Институт, техникум"
374,9 апреля 1991,Православие,хорошо,Не женат (не замужем),7,Женский,TRUE,TRUE,TRUE,new,"сентября 09, 2016 05:38",TRUE,"Университет, Институт, техникум"
375,16 декабря 1989,атеист,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"сентября 10, 2016 15:02",TRUE,"Университет, Институт, техникум"
376,23 ноября 1993,Православие,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"сентября 10, 2016 16:22",FALSE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум,Университет, Институт, техникум"
377,13 января 1989,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"сентября 11, 2016 01:16",TRUE,"Университет, Институт, техникум"
378,6 сентября 1968,Нет,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,FALSE,new,"сентября 11, 2016 08:00",TRUE,"Университет, Институт, техникум"
379,6 сентября 1968,Нет,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,FALSE,new,"сентября 11, 2016 08:03",TRUE,"Университет, Институт, техникум"
380,4 октября 1992,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"сентября 12, 2016 03:13",TRUE,"Общеобразовательная школа,Университет, Институт, техникум,Университет, Институт, техникум"
381,25 июня 1991,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"сентября 12, 2016 05:11",TRUE,"Университет, Институт, техникум"
382,28 января 1982,Атеизм,средне,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,FALSE,new,"сентября 12, 2016 05:53",TRUE,"Университет, Институт, техникум"
383,23 февраля 1980,Православие,хорошо,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,approved,"сентября 12, 2016 06:19",TRUE,"Университет, Институт, техникум"
384,12 августа 1970,христианство,хорошо,Разведён (разведена),13,Не имеет значения,TRUE,TRUE,TRUE,new,"сентября 12, 2016 13:28",FALSE,"Университет, Институт, техникум"
385,4 ноября 1987,Православие,отлично,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,approved,"сентября 15, 2016 09:17",TRUE,"Университет, Институт, техникум"
386,16 сентября 2016,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,FALSE,approved,"сентября 16, 2016 06:34",TRUE,"Университет, Институт, техникум"
387,3 июня 1997,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"сентября 25, 2016 18:58",TRUE," - ,Университет, Институт, техникум"
388,18 ноября 2016,Православие,хорошо,Не женат (не замужем),16,Не имеет значения,FALSE,FALSE,TRUE,approved,"сентября 26, 2016 04:48",TRUE,"Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
389,31 октября 1989,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,FALSE,FALSE,new,"сентября 27, 2016 17:12",TRUE,"Университет, Институт, техникум"
390,26 июня 1992,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"сентября 28, 2016 07:20",TRUE,"Университет, Институт, техникум"
391,4 октября 2016,Православие,хорошо,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"октября 04, 2016 17:13",TRUE,"Университет, Институт, техникум"
392,9 декабря 1986,Православие,хорошо,Женат (замужем),18,Не имеет значения,TRUE,TRUE,TRUE,new,"октября 05, 2016 05:54",TRUE,"Университет, Институт, техникум"
393,9 декабря 1986,Православие,хорошо,Женат (замужем),18,Не имеет значения,TRUE,TRUE,TRUE,new,"октября 05, 2016 05:55",TRUE,"Университет, Институт, техникум"
394,25 марта 1988,атеизм,хорошо,Женат (замужем),14-17,Мужской,TRUE,TRUE,TRUE,new,"октября 10, 2016 06:11",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
395,9 июня 1989,Православие,хорошо,Не женат (не замужем),14,Не имеет значения,FALSE,TRUE,TRUE,new,"октября 10, 2016 08:27",TRUE,"Университет, Институт, техникум"
396,27 июня 1992,Верю в Бога во всех его проявлениях) ,отлично,Не женат (не замужем),14,Женский,FALSE,TRUE,TRUE,approved,"октября 10, 2016 08:39",TRUE,"Университет, Институт, техникум"
397,17 ноября 1984,Православие,отлично,Женат (замужем),12,Женский,FALSE,TRUE,TRUE,new,"октября 10, 2016 16:00",FALSE,"Университет, Институт, техникум"
398,1 мая 1997,Атеизм,хорошо,Не женат (не замужем),17,Не имеет значения,TRUE,TRUE,TRUE,new,"октября 11, 2016 15:38",FALSE,"Университет, Институт, техникум"
399,5 декабря 1988,Православие,отлично,Женат (замужем),15,Женский,TRUE,TRUE,TRUE,new,"октября 11, 2016 17:54",TRUE,"Университет, Институт, техникум"
400,29 ноября 1987,православие,отлично,Не женат (не замужем),17,Мужской,TRUE,TRUE,TRUE,new,"октября 12, 2016 07:38",TRUE,"Университет, Институт, техникум"
401,19 февраля 1977,нет,хорошо,Разведён (разведена),12,Женский,FALSE,TRUE,FALSE,approved,"октября 12, 2016 08:25",TRUE,"Университет, Институт, техникум"
402,29 декабря 1986,православие,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"октября 12, 2016 09:05",TRUE, - 
403,4 февраля 1960,Православие,хорошо,Разведён (разведена),12,Женский,FALSE,TRUE,FALSE,new,"октября 15, 2016 11:59",TRUE,"Университет, Институт, техникум"
404,22 марта 1992,Атеизм,средне,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"октября 18, 2016 14:55",TRUE,"Университет, Институт, техникум"
405,22 марта 1992,Атеизм,средне,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"октября 18, 2016 15:00",TRUE,"Университет, Институт, техникум"
406,13 июня 1995,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"октября 20, 2016 07:25",TRUE,"Университет, Институт, техникум"
407,1 декабря 1986,Православие,отлично,Разведён (разведена),12,Женский,TRUE,TRUE,TRUE,new,"октября 21, 2016 07:49",TRUE,"Университет, Институт, техникум"
408,2 ноября 1990,Православие,отлично,Разведён (разведена),13,Не имеет значения,TRUE,TRUE,TRUE,new,"октября 23, 2016 11:36",TRUE,
409,27 января 1985,Православие,отлично,Гражданский брак,18,Женский,FALSE,TRUE,TRUE,new,"октября 24, 2016 14:12",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
410,19 мая 1992,Протестанизм,хорошо,Не женат (не замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"октября 24, 2016 16:36",TRUE,"Университет, Институт, техникум"
411,8 июля 1968,Православие,хорошо,Разведён (разведена),15,Женский,FALSE,TRUE,TRUE,approved,"октября 27, 2016 06:59",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
412,12 июля 1977,Православие,хорошо,Женат (замужем),12,Мужской,TRUE,TRUE,FALSE,new,"октября 30, 2016 14:29",TRUE,"Университет, Институт, техникум"
413,18 июня 1966,просто верю,хорошо,Вдовец (вдова),12,Не имеет значения,TRUE,TRUE,FALSE,new,"октября 30, 2016 14:38",TRUE,"Университет, Институт, техникум"
414,29 октября 2016,Православие,хорошо,Не женат (не замужем),13-17,Женский,TRUE,TRUE,TRUE,approved,"октября 31, 2016 02:43",TRUE,"Университет, Институт, техникум"
415,13 июня 1992,Православие,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"ноября 01, 2016 08:08",TRUE,Общеобразовательная школа
416,14 августа 1963,"Православие, крещенная",хорошо,Разведён (разведена),12,Женский,TRUE,TRUE,TRUE,new,"ноября 03, 2016 07:04",TRUE,"Университет, Институт, техникум"
417,31 декабря 1975,Православие,хорошо,Гражданский брак,12,Женский,FALSE,TRUE,TRUE,new,"ноября 03, 2016 16:47",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
418,6 ноября 2016,умеренное православие,отлично,Не женат (не замужем),14,Женский,TRUE,TRUE,TRUE,approved,"ноября 06, 2016 07:06",TRUE,"Университет, Институт, техникум"
419,23 сентября 1966,Верю в бога ,хорошо,Женат (замужем),12,Женский,TRUE,TRUE,FALSE,approved,"ноября 09, 2016 09:46",TRUE,"Университет, Институт, техникум"
420,13 сентября 1969,Протестанизм,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,TRUE,new,"ноября 09, 2016 10:07",TRUE,"Университет, Институт, техникум"
421,27 апреля 1980,Православие,хорошо,Не женат (не замужем),12,Мужской,FALSE,TRUE,FALSE,new,"ноября 10, 2016 13:51",TRUE,"Университет, Институт, техникум"
422,11 января 1985,Православие,хорошо,Женат (замужем),17,Женский,FALSE,TRUE,TRUE,new,"ноября 12, 2016 13:16",TRUE,"Университет, Институт, техникум"
423,13 июля 1974,христианстро,хорошо,Разведён (разведена),15,Женский,TRUE,TRUE,TRUE,approved,"ноября 14, 2016 02:40",TRUE,"Университет, Институт, техникум"
424,1 марта 1976,Православие,хорошо,Не женат (не замужем),14-Dec,Не имеет значения,FALSE,TRUE,TRUE,new,"ноября 16, 2016 09:27",TRUE,"Университет, Институт, техникум"
425,19 ноября 1986,Православие,отлично,Женат (замужем),17,Мужской,TRUE,TRUE,TRUE,approved,"ноября 16, 2016 10:51",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум,Университет, Институт, техникум"
426,29 июля 1988,Православие,отлично,Гражданский брак,13,Не имеет значения,TRUE,TRUE,TRUE,new,"ноября 17, 2016 16:38",TRUE,"Университет, Институт, техникум"
427,6 июня 1987,Православие,хорошо,Разведён (разведена),12,Женский,FALSE,TRUE,TRUE,new,"ноября 17, 2016 17:10",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
428,16 июня 1991,Православие,отлично,Гражданский брак,13,Женский,TRUE,TRUE,TRUE,new,"ноября 20, 2016 14:17",TRUE,"Университет, Институт, техникум"
429,16 мая 1991,Атеизм,отлично,Не женат (не замужем),15,Женский,FALSE,TRUE,TRUE,new,"ноября 21, 2016 09:41",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
430,11 апреля 1995,Православие,хорошо,Гражданский брак,12,Не имеет значения,FALSE,TRUE,TRUE,new,"ноября 22, 2016 00:33",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
431,31 августа 1995,протистанство,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"ноября 22, 2016 14:55",TRUE,"Университет, Институт, техникум"
432,17 июня 1991,Православие,средне,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"ноября 22, 2016 15:54",TRUE,"Университет, Институт, техникум"
433,29 июня 1986,Православие,отлично,Женат (замужем),17,Женский,TRUE,TRUE,TRUE,new,"ноября 22, 2016 16:41",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
434,14 июля 1966,Православие,хорошо,Разведён (разведена),15,Не имеет значения,FALSE,TRUE,TRUE,new,"ноября 24, 2016 01:27",TRUE,"Университет, Институт, техникум"
435,5 апреля 1987,Буддизм,отлично,Гражданский брак,15,Не имеет значения,TRUE,TRUE,TRUE,new,"ноября 24, 2016 16:06",TRUE,"Университет, Институт, техникум"
436,5 апреля 1996,Провосланая ,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"ноября 24, 2016 16:20",TRUE,
437,17 декабря 1977,Православие,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"ноября 26, 2016 15:38",TRUE,"Университет, Институт, техникум"
438,27 сентября 1995,Православие,хорошо,Не женат (не замужем),16,Не имеет значения,TRUE,TRUE,TRUE,new,"ноября 28, 2016 13:17",TRUE,"Университет, Институт, техникум"
439,11 сентября 1984,Православие,отлично,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,approved,"ноября 28, 2016 15:23",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
440,19 февраля 1979,Православие,хорошо,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,new,"ноября 30, 2016 16:46",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
441,28 декабря 1981,Православие,отлично,Гражданский брак,12,Мужской,FALSE,TRUE,TRUE,new,"декабря 05, 2016 02:46",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
442,9 сентября 1988,Православие,отлично,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,new,"декабря 05, 2016 20:07",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
443,14 июля 1997,Протестанизм,отлично,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"декабря 06, 2016 09:24",TRUE,"Университет, Институт, техникум"
444,3 мая 1998,Христианство,отлично,Не женат (не замужем),15,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 06, 2016 16:25",TRUE,"Университет, Институт, техникум"
445,24 февраля 1985,Христианство,отлично,Не женат (не замужем),13,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 07, 2016 11:29",TRUE,"Университет, Институт, техникум"
446,29 августа 1987,Православие,хорошо,Разведён (разведена),12,Женский,TRUE,TRUE,TRUE,new,"декабря 08, 2016 10:27",TRUE,"Университет, Институт, техникум"
447,7 августа 1985,Атеизм,отлично,Гражданский брак,12,Женский,FALSE,TRUE,TRUE,new,"декабря 09, 2016 03:50",TRUE,"Университет, Институт, техникум"
448,13 января 1995,христианство,отлично,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,new,"декабря 09, 2016 13:09",TRUE,"Университет, Институт, техникум"
449,5 декабря 1973,Православие,отлично,Гражданский брак,14,Женский,FALSE,TRUE,TRUE,new,"декабря 12, 2016 03:01",TRUE,"Дополнительные курсы, тренинги, семинары, - ,Университет, Институт, техникум,Университет, Институт, техникум"
450,10 июня 1993,Православие,отлично,Не женат (не замужем),16,Мужской,FALSE,TRUE,TRUE,new,"декабря 13, 2016 15:30",TRUE,"Университет, Институт, техникум"
451,26 октября 1989,Православие,отлично,Женат (замужем),17,Не имеет значения,FALSE,TRUE,TRUE,new,"декабря 16, 2016 10:24",TRUE," - ,Университет, Институт, техникум"
452,25 октября 1974,Православный,отлично,Женат (замужем),12,Мужской,FALSE,TRUE,FALSE,new,"декабря 21, 2016 15:57",TRUE,"Университет, Институт, техникум"
453,2 августа 1987,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 23, 2016 09:42",TRUE,"Университет, Институт, техникум"
454,16 апреля 1994,Христианство,хорошо,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"декабря 24, 2016 07:54",TRUE,"Университет, Институт, техникум"
455,25 декабря 1972,Православие,хорошо,Разведён (разведена),15,Не имеет значения,TRUE,TRUE,TRUE,new,"января 03, 2017 16:22",TRUE,"Университет, Институт, техникум"
456,31 июля 1996,Православная,хорошо,Не женат (не замужем),16,Не имеет значения,FALSE,TRUE,TRUE,new,"января 03, 2017 18:58",TRUE,"Университет, Институт, техникум"
457,3 марта 1979,Православие,хорошо,Разведён (разведена),15,Не имеет значения,TRUE,TRUE,TRUE,approved,"января 05, 2017 11:39",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
458,19 сентября 1986,Не назвал бы себя религиозным человеком,хорошо,Не женат (не замужем),12,Мужской,TRUE,TRUE,TRUE,new,"января 05, 2017 15:52",TRUE,"Университет, Институт, техникум,Общеобразовательная школа"
459,18 августа 1989,Православие,хорошо,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 06, 2017 05:10",TRUE,"Дополнительные курсы, тренинги, семинары"
460,6 августа 1995,православное,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 06, 2017 12:17",TRUE,"Университет, Институт, техникум"
461,5 января 1993,Атеизм,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 08, 2017 17:13",TRUE,"Университет, Институт, техникум"
462,29 апреля 1991,Атеизм,отлично,Гражданский брак,15,Женский,FALSE,TRUE,TRUE,approved,"января 14, 2017 06:40",TRUE,"Университет, Институт, техникум"
463,6 сентября 1988,Христианство,хорошо,Не женат (не замужем),5,Женский,FALSE,TRUE,TRUE,new,"января 15, 2017 03:32",TRUE,"Университет, Институт, техникум"
464,3 сентября 1984,Православие,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,approved,"января 18, 2017 05:50",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
465,23 августа 1983,Православие,хорошо,Женат (замужем),13,Женский,FALSE,TRUE,TRUE,new,"января 18, 2017 11:00",TRUE,"Университет, Институт, техникум"
466,10 марта 1980,Православие,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"января 18, 2017 11:34",TRUE," - ,Университет, Институт, техникум"
467,21 сентября 1985,православие,хорошо,Женат (замужем),10-Mar,Женский,FALSE,TRUE,TRUE,new,"января 19, 2017 08:49",TRUE,"Университет, Институт, техникум"
468,29 ноября 1982,православное,хорошо,Не женат (не замужем),14,Женский,TRUE,TRUE,TRUE,new,"января 21, 2017 03:37",TRUE,"Университет, Институт, техникум"
469,17 января 1993,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"января 22, 2017 09:45",TRUE,"Университет, Институт, техникум"
470,11 октября 1989,Православие,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,TRUE,new,"января 24, 2017 07:02",TRUE,"Университет, Институт, техникум"
471,11 декабря 1995,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"января 24, 2017 13:46",TRUE,"Университет, Институт, техникум"
472,29 ноября 1980,Православие,хорошо,Женат (замужем),5,Женский,FALSE,TRUE,TRUE,new,"января 24, 2017 16:55",TRUE,"Университет, Институт, техникум"
473,24 января 2017,Православие,хорошо,Женат (замужем),16,Не имеет значения,FALSE,TRUE,FALSE,new,"января 24, 2017 17:26",TRUE,"Университет, Институт, техникум"
474,31 марта 1996,Атеизм,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 24, 2017 18:28",TRUE,"Университет, Институт, техникум"
475,5 ноября 1993,христианство,отлично,Гражданский брак,13,Женский,TRUE,TRUE,TRUE,new,"января 25, 2017 04:08",TRUE,"Университет, Институт, техникум"
476,18 января 2017,Православие,отлично,Гражданский брак,12,Женский,FALSE,TRUE,TRUE,new,"января 25, 2017 12:47",TRUE,"Университет, Институт, техникум"
477,16 октября 1987,Христианство,хорошо,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"января 26, 2017 07:15",TRUE,"Университет, Институт, техникум"
478,13 июля 1967,Православие .Прихожанка  Троице-Владимирского собора.  ,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 26, 2017 11:27",TRUE,"Университет, Институт, техникум"
479,16 февраля 1976,христианка,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"января 27, 2017 06:38",TRUE,"Университет, Институт, техникум"
480,28 ноября 1990,Христианство ,отлично,Разведён (разведена),6,Не имеет значения,TRUE,TRUE,TRUE,new,"января 27, 2017 07:01",TRUE,"Университет, Институт, техникум"
481,28 ноября 1990,Христианство ,отлично,Разведён (разведена),6,Не имеет значения,TRUE,TRUE,TRUE,new,"января 27, 2017 07:03",TRUE,"Университет, Институт, техникум"
482,28 ноября 1990,Христианство ,отлично,Разведён (разведена),6,Не имеет значения,TRUE,TRUE,TRUE,new,"января 27, 2017 07:06",TRUE,"Университет, Институт, техникум"
483,25 ноября 1985,Православие,хорошо,Женат (замужем),15,Женский,TRUE,TRUE,TRUE,new,"января 27, 2017 12:57",TRUE,"Университет, Институт, техникум"
484,6 марта 1998,Православие,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"января 28, 2017 03:59",TRUE,"Университет, Институт, техникум"
485,31 октября 1989,Христианство,хорошо,Разведён (разведена),15,Женский,TRUE,TRUE,TRUE,new,"января 28, 2017 09:31",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
486,14 июля 1984,Православие,хорошо,Женат (замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"февраля 01, 2017 20:29",TRUE,"Университет, Институт, техникум"
487,19 мая 1997,агностик,отлично,Гражданский брак,12,Женский,FALSE,TRUE,TRUE,new,"февраля 02, 2017 13:46",TRUE,"Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
488,10 декабря 1982,христианское,хорошо,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,new,"февраля 03, 2017 08:01",TRUE,"Университет, Институт, техникум"
489,30 июля 1975,Христианство,отлично,Женат (замужем),41,Женский,FALSE,TRUE,TRUE,new,"февраля 04, 2017 15:53",TRUE,"Университет, Институт, техникум"
490,18 мая 1990,"Верю в карму, ношу крестик, считаю религию способом управления людьми и неплохим безнесом.",отлично,Не женат (не замужем),15,Не имеет значения,FALSE,TRUE,TRUE,new,"февраля 13, 2017 04:08",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
491,2 марта 1995,Любовь,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"февраля 13, 2017 07:41",TRUE,"Университет, Институт, техникум"
492,25 января 1966,Крещён,хорошо,Разведён (разведена),16,Не имеет значения,FALSE,TRUE,FALSE,new,"февраля 13, 2017 19:10",TRUE,"Дополнительные курсы, тренинги, семинары"
493,2 марта 1986,Христианство,отлично,Не женат (не замужем),15,Не имеет значения,TRUE,TRUE,TRUE,new,"февраля 18, 2017 20:37",TRUE,"Университет, Институт, техникум"
494,6 августа 1989,Православие,хорошо,Женат (замужем),15,Не имеет значения,TRUE,TRUE,FALSE,new,"февраля 26, 2017 06:37",TRUE,"Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум,Университет, Институт, техникум"
495,1 января 1996,Православие,хорошо,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 01, 2017 03:45",TRUE,"Университет, Институт, техникум"
496,10 февраля 1994,Православие,отлично,Не женат (не замужем),12-15 лет,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 03, 2017 02:25",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
497,12 февраля 1976,Православие,хорошо,Разведён (разведена),12,Женский,FALSE,TRUE,TRUE,new,"марта 05, 2017 20:33",TRUE,"Университет, Институт, техникум"
498,13 марта 1989,Православие,отлично,Разведён (разведена),12,Не имеет значения,FALSE,TRUE,TRUE,new,"марта 08, 2017 03:39",TRUE,"Университет, Институт, техникум"
499,31 июля 1995,Буддизм,отлично,Не женат (не замужем),14,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 08, 2017 11:09",TRUE,"Университет, Институт, техникум"
500,4 февраля 1988,Православие,отлично,Гражданский брак,7,Женский,TRUE,TRUE,TRUE,new,"марта 13, 2017 11:36",TRUE,"Университет, Институт, техникум"
501,27 августа 1972,Православие,отлично,Не женат (не замужем),12,Женский,FALSE,TRUE,TRUE,new,"марта 15, 2017 05:52",TRUE,"Университет, Институт, техникум"
502,13 января 1989,Православие,отлично,Женат (замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"марта 15, 2017 11:02",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
